tick,timestamp,weather_pattern,tariff,inflow,simulation_30_min_cost,optimizer_12_hour_cost,cost_delta_12h_minus_30m,simulation_30_min_ending_volume,optimizer_12_hour_ending_volume,simulation_30_min_pumped,optimizer_12_hour_pumped,simulation_30_min_warnings,optimizer_12_hour_warnings
437,2026-06-10T02:00:00+00:00,wet_multi_day,228.42,2.87,913.68,913.68,0.00,231.38,231.38,4.00,4.00,,
438,2026-06-10T02:30:00+00:00,wet_multi_day,228.42,2.74,0.00,0.00,0.00,234.12,234.12,0.00,0.00,,
439,2026-06-10T03:00:00+00:00,wet_multi_day,228.42,2.83,913.68,913.68,0.00,232.95,232.95,4.00,4.00,,
440,2026-06-10T03:30:00+00:00,wet_multi_day,228.42,3.08,913.68,2741.04,1827.36,232.03,224.03,4.00,12.00,,
441,2026-06-10T04:00:00+00:00,wet_multi_day,257.37,2.97,1029.48,0.00,-1029.48,231.00,227.00,4.00,0.00,,
442,2026-06-10T04:30:00+00:00,wet_multi_day,257.37,3.09,0.00,0.00,0.00,234.09,230.09,0.00,0.00,,
443,2026-06-10T05:00:00+00:00,wet_multi_day,257.37,3.16,1029.48,0.00,-1029.48,233.25,233.25,4.00,0.00,,
444,2026-06-10T05:30:00+00:00,wet_multi_day,257.37,6.09,2058.96,3088.44,1029.48,231.34,227.34,8.00,12.00,,
445,2026-06-10T06:00:00+00:00,wet_multi_day,257.37,6.08,1029.48,1029.48,0.00,233.42,229.42,4.00,4.00,,
446,2026-06-10T06:30:00+00:00,wet_multi_day,257.37,6.39,2058.96,1029.48,-1029.48,231.81,231.81,8.00,4.00,,
447,2026-06-10T07:00:00+00:00,wet_multi_day,257.37,6.54,1029.48,1029.48,0.00,234.35,234.35,4.00,4.00,,
448,2026-06-10T07:30:00+00:00,wet_multi_day,257.37,6.53,2058.96,3088.44,1029.48,232.88,228.88,8.00,12.00,,
449,2026-06-10T08:00:00+00:00,wet_multi_day,282.66,6.44,2261.28,1130.64,-1130.64,231.32,231.32,8.00,4.00,,
450,2026-06-10T08:30:00+00:00,wet_multi_day,282.66,6.43,1130.64,1130.64,0.00,233.75,233.75,4.00,4.00,,
451,2026-06-10T09:00:00+00:00,wet_multi_day,282.66,6.65,2261.28,2261.28,0.00,232.40,232.40,8.00,8.00,,
452,2026-06-10T09:30:00+00:00,wet_multi_day,282.66,6.32,1130.64,1130.64,0.00,234.72,234.72,4.00,4.00,,
453,2026-06-10T10:00:00+00:00,wet_multi_day,282.66,6.47,2261.28,2261.28,0.00,233.19,233.19,8.00,8.00,,
454,2026-06-10T10:30:00+00:00,wet_multi_day,282.66,4.11,1130.64,1130.64,0.00,233.30,233.30,4.00,4.00,,
455,2026-06-10T11:00:00+00:00,wet_multi_day,282.66,4.16,1130.64,1130.64,0.00,233.46,233.46,4.00,4.00,,
456,2026-06-10T11:30:00+00:00,wet_multi_day,282.66,3.85,1130.64,1130.64,0.00,233.31,233.31,4.00,4.00,,
457,2026-06-10T12:00:00+00:00,wet_multi_day,283.90,3.86,1135.60,1135.60,0.00,233.17,233.17,4.00,4.00,,
458,2026-06-10T12:30:00+00:00,wet_multi_day,283.90,4.38,1135.60,1135.60,0.00,233.55,233.55,4.00,4.00,,
459,2026-06-10T13:00:00+00:00,wet_multi_day,283.90,4.33,1135.60,1135.60,0.00,233.88,233.88,4.00,4.00,,
460,2026-06-10T13:30:00+00:00,wet_multi_day,283.90,4.07,1135.60,1135.60,0.00,233.95,233.95,4.00,4.00,,
461,2026-06-10T14:00:00+00:00,wet_multi_day,283.90,4.25,1135.60,2271.20,1135.60,234.20,230.20,4.00,8.00,,
462,2026-06-10T14:30:00+00:00,wet_multi_day,283.90,3.88,1135.60,1135.60,0.00,234.08,230.08,4.00,4.00,,
463,2026-06-10T15:00:00+00:00,wet_multi_day,283.90,3.81,1135.60,2271.20,1135.60,233.89,225.89,4.00,8.00,,
464,2026-06-10T15:30:00+00:00,wet_multi_day,283.90,3.82,1135.60,4542.40,3406.80,233.71,213.71,4.00,16.00,,
465,2026-06-10T16:00:00+00:00,wet_multi_day,302.47,7.12,2419.76,0.00,-2419.76,232.83,220.83,8.00,0.00,,
466,2026-06-10T16:30:00+00:00,wet_multi_day,302.47,7.00,2419.76,0.00,-2419.76,231.83,227.83,8.00,0.00,,
467,2026-06-10T17:00:00+00:00,wet_multi_day,302.47,7.01,1209.88,0.00,-1209.88,234.84,234.84,4.00,0.00,,
468,2026-06-10T17:30:00+00:00,wet_multi_day,302.47,6.98,2419.76,2419.76,0.00,233.82,233.82,8.00,8.00,,
469,2026-06-10T18:00:00+00:00,wet_multi_day,302.47,6.74,2419.76,3629.64,1209.88,232.56,228.56,8.00,12.00,,
470,2026-06-10T18:30:00+00:00,wet_multi_day,302.47,7.13,2419.76,1209.88,-1209.88,231.69,231.69,8.00,4.00,,
471,2026-06-10T19:00:00+00:00,wet_multi_day,302.47,6.61,1209.88,2419.76,1209.88,234.30,230.30,4.00,8.00,,
472,2026-06-10T19:30:00+00:00,wet_multi_day,302.47,7.07,2419.76,1209.88,-1209.88,233.37,233.37,8.00,4.00,,
473,2026-06-10T20:00:00+00:00,wet_multi_day,277.06,7.01,2216.48,2216.48,0.00,232.38,232.38,8.00,8.00,,
474,2026-06-10T20:30:00+00:00,wet_multi_day,277.06,7.00,2216.48,2216.48,0.00,231.38,231.38,8.00,8.00,,
475,2026-06-10T21:00:00+00:00,wet_multi_day,277.06,7.04,1108.24,2216.48,1108.24,234.42,230.42,4.00,8.00,,
476,2026-06-10T21:30:00+00:00,wet_multi_day,277.06,3.36,1108.24,0.00,-1108.24,233.78,233.78,4.00,0.00,,
477,2026-06-10T22:00:00+00:00,wet_multi_day,277.06,3.18,1108.24,1108.24,0.00,232.96,232.96,4.00,4.00,,
478,2026-06-10T22:30:00+00:00,wet_multi_day,277.06,2.83,1108.24,1108.24,0.00,231.79,231.79,4.00,4.00,,
479,2026-06-10T23:00:00+00:00,wet_multi_day,277.06,3.20,0.00,0.00,0.00,234.99,234.99,0.00,0.00,,
480,2026-06-10T23:30:00+00:00,wet_multi_day,277.06,3.24,1108.24,1108.24,0.00,234.23,234.23,4.00,4.00,,
481,2026-06-11T00:00:00+00:00,dry_spell,228.42,0.11,0.00,0.00,0.00,234.34,234.34,0.00,0.00,,
482,2026-06-11T00:30:00+00:00,dry_spell,228.42,0.19,0.00,0.00,0.00,234.53,234.53,0.00,0.00,,
483,2026-06-11T01:00:00+00:00,dry_spell,228.42,0.08,0.00,0.00,0.00,234.61,234.61,0.00,0.00,,
484,2026-06-11T01:30:00+00:00,dry_spell,228.42,0.05,0.00,0.00,0.00,234.66,234.66,0.00,0.00,,
485,2026-06-11T02:00:00+00:00,dry_spell,228.42,0.05,0.00,0.00,0.00,234.71,234.71,0.00,0.00,,
486,2026-06-11T02:30:00+00:00,dry_spell,228.42,0.27,0.00,0.00,0.00,234.98,234.98,0.00,0.00,,
487,2026-06-11T03:00:00+00:00,dry_spell,228.42,0.05,913.68,913.68,0.00,231.03,231.03,4.00,4.00,,
488,2026-06-11T03:30:00+00:00,dry_spell,228.42,0.05,0.00,1827.36,1827.36,231.08,223.08,0.00,8.00,,
489,2026-06-11T04:00:00+00:00,dry_spell,257.37,0.36,0.00,0.00,0.00,231.44,223.44,0.00,0.00,,
490,2026-06-11T04:30:00+00:00,dry_spell,257.37,0.30,0.00,0.00,0.00,231.74,223.74,0.00,0.00,,
491,2026-06-11T05:00:00+00:00,dry_spell,257.37,0.32,0.00,0.00,0.00,232.06,224.06,0.00,0.00,,
492,2026-06-11T05:30:00+00:00,dry_spell,257.37,1.01,0.00,0.00,0.00,233.07,225.07,0.00,0.00,,
493,2026-06-11T06:00:00+00:00,dry_spell,257.37,1.11,0.00,0.00,0.00,234.18,226.18,0.00,0.00,,
494,2026-06-11T06:30:00+00:00,dry_spell,257.37,0.89,1029.48,0.00,-1029.48,231.07,227.07,4.00,0.00,,
495,2026-06-11T07:00:00+00:00,dry_spell,257.37,1.15,0.00,0.00,0.00,232.22,228.22,0.00,0.00,,
496,2026-06-11T07:30:00+00:00,dry_spell,257.37,0.94,0.00,0.00,0.00,233.16,229.16,0.00,0.00,,
497,2026-06-11T08:00:00+00:00,dry_spell,282.66,1.05,0.00,0.00,0.00,234.21,230.21,0.00,0.00,,
498,2026-06-11T08:30:00+00:00,dry_spell,282.66,0.87,1130.64,0.00,-1130.64,231.08,231.08,4.00,0.00,,
499,2026-06-11T09:00:00+00:00,dry_spell,282.66,0.82,0.00,0.00,0.00,231.90,231.90,0.00,0.00,,
500,2026-06-11T09:30:00+00:00,dry_spell,282.66,0.85,0.00,0.00,0.00,232.75,232.75,0.00,0.00,,
501,2026-06-11T10:00:00+00:00,dry_spell,282.66,0.87,0.00,0.00,0.00,233.62,233.62,0.00,0.00,,
502,2026-06-11T10:30:00+00:00,dry_spell,282.66,0.32,0.00,0.00,0.00,233.94,233.94,0.00,0.00,,
503,2026-06-11T11:00:00+00:00,dry_spell,282.66,0.33,0.00,0.00,0.00,234.27,234.27,0.00,0.00,,
504,2026-06-11T11:30:00+00:00,dry_spell,282.66,0.38,0.00,0.00,0.00,234.65,234.65,0.00,0.00,,
505,2026-06-11T12:00:00+00:00,dry_spell,283.90,0.54,1135.60,1135.60,0.00,231.19,231.19,4.00,4.00,,
506,2026-06-11T12:30:00+00:00,dry_spell,283.90,0.45,0.00,0.00,0.00,231.64,231.64,0.00,0.00,,
507,2026-06-11T13:00:00+00:00,dry_spell,283.90,0.54,0.00,0.00,0.00,232.18,232.18,0.00,0.00,,
508,2026-06-11T13:30:00+00:00,dry_spell,283.90,0.54,0.00,0.00,0.00,232.72,232.72,0.00,0.00,,
509,2026-06-11T14:00:00+00:00,dry_spell,283.90,0.46,0.00,0.00,0.00,233.18,233.18,0.00,0.00,,
510,2026-06-11T14:30:00+00:00,dry_spell,283.90,0.51,0.00,0.00,0.00,233.69,233.69,0.00,0.00,,
511,2026-06-11T15:00:00+00:00,dry_spell,283.90,0.39,0.00,0.00,0.00,234.08,234.08,0.00,0.00,,
512,2026-06-11T15:30:00+00:00,dry_spell,283.90,0.52,0.00,3406.80,3406.80,234.60,222.60,0.00,12.00,,
513,2026-06-11T16:00:00+00:00,dry_spell,302.47,1.02,1209.88,0.00,-1209.88,231.62,223.62,4.00,0.00,,
514,2026-06-11T16:30:00+00:00,dry_spell,302.47,1.03,0.00,0.00,0.00,232.65,224.65,0.00,0.00,,
515,2026-06-11T17:00:00+00:00,dry_spell,302.47,1.01,0.00,0.00,0.00,233.66,225.66,0.00,0.00,,
516,2026-06-11T17:30:00+00:00,dry_spell,302.47,1.24,0.00,0.00,0.00,234.90,226.90,0.00,0.00,,
517,2026-06-11T18:00:00+00:00,dry_spell,302.47,1.22,1209.88,0.00,-1209.88,232.12,228.12,4.00,0.00,,
518,2026-06-11T18:30:00+00:00,dry_spell,302.47,0.96,0.00,0.00,0.00,233.08,229.08,0.00,0.00,,
519,2026-06-11T19:00:00+00:00,dry_spell,302.47,0.98,0.00,0.00,0.00,234.06,230.06,0.00,0.00,,
520,2026-06-11T19:30:00+00:00,dry_spell,302.47,1.17,1209.88,0.00,-1209.88,231.23,231.23,4.00,0.00,,
521,2026-06-11T20:00:00+00:00,dry_spell,277.06,1.04,0.00,0.00,0.00,232.27,232.27,0.00,0.00,,
522,2026-06-11T20:30:00+00:00,dry_spell,277.06,0.97,0.00,0.00,0.00,233.24,233.24,0.00,0.00,,
523,2026-06-11T21:00:00+00:00,dry_spell,277.06,1.00,0.00,0.00,0.00,234.24,234.24,0.00,0.00,,
524,2026-06-11T21:30:00+00:00,dry_spell,277.06,0.08,0.00,0.00,0.00,234.32,234.32,0.00,0.00,,
525,2026-06-11T22:00:00+00:00,dry_spell,277.06,0.35,0.00,0.00,0.00,234.67,234.67,0.00,0.00,,
526,2026-06-11T22:30:00+00:00,dry_spell,277.06,0.37,1108.24,1108.24,0.00,231.04,231.04,4.00,4.00,,
527,2026-06-11T23:00:00+00:00,dry_spell,277.06,0.31,0.00,0.00,0.00,231.35,231.35,0.00,0.00,,
528,2026-06-11T23:30:00+00:00,dry_spell,277.06,0.18,0.00,0.00,0.00,231.53,231.53,0.00,0.00,,
529,2026-06-12T00:00:00+00:00,wet_multi_day,228.42,2.78,0.00,0.00,0.00,234.31,234.31,0.00,0.00,,
530,2026-06-12T00:30:00+00:00,wet_multi_day,228.42,3.19,913.68,913.68,0.00,233.50,233.50,4.00,4.00,,
531,2026-06-12T01:00:00+00:00,wet_multi_day,228.42,2.59,913.68,913.68,0.00,232.09,232.09,4.00,4.00,,
532,2026-06-12T01:30:00+00:00,wet_multi_day,228.42,2.96,913.68,913.68,0.00,231.05,231.05,4.00,4.00,,
533,2026-06-12T02:00:00+00:00,wet_multi_day,228.42,2.76,0.00,0.00,0.00,233.81,233.81,0.00,0.00,,
534,2026-06-12T02:30:00+00:00,wet_multi_day,228.42,2.61,913.68,913.68,0.00,232.42,232.42,4.00,4.00,,
535,2026-06-12T03:00:00+00:00,wet_multi_day,228.42,3.04,913.68,913.68,0.00,231.46,231.46,4.00,4.00,,
536,2026-06-12T03:30:00+00:00,wet_multi_day,228.42,2.59,0.00,2741.04,2741.04,234.05,222.05,0.00,12.00,,
537,2026-06-12T04:00:00+00:00,wet_multi_day,257.37,3.13,1029.48,0.00,-1029.48,233.18,225.18,4.00,0.00,,
538,2026-06-12T04:30:00+00:00,wet_multi_day,257.37,3.16,1029.48,0.00,-1029.48,232.34,228.34,4.00,0.00,,
539,2026-06-12T05:00:00+00:00,wet_multi_day,257.37,2.77,1029.48,0.00,-1029.48,231.11,231.11,4.00,0.00,,
540,2026-06-12T05:30:00+00:00,wet_multi_day,257.37,6.10,1029.48,2058.96,1029.48,233.21,229.21,4.00,8.00,,
541,2026-06-12T06:00:00+00:00,wet_multi_day,257.37,6.48,2058.96,1029.48,-1029.48,231.69,231.69,8.00,4.00,,
542,2026-06-12T06:30:00+00:00,wet_multi_day,257.37,6.18,1029.48,1029.48,0.00,233.87,233.87,4.00,4.00,,
543,2026-06-12T07:00:00+00:00,wet_multi_day,257.37,6.37,2058.96,2058.96,0.00,232.24,232.24,8.00,8.00,,
544,2026-06-12T07:30:00+00:00,wet_multi_day,257.37,6.55,1029.48,2058.96,1029.48,234.79,230.79,4.00,8.00,,
545,2026-06-12T08:00:00+00:00,wet_multi_day,282.66,6.25,2261.28,1130.64,-1130.64,233.04,233.04,8.00,4.00,,
546,2026-06-12T08:30:00+00:00,wet_multi_day,282.66,6.16,2261.28,2261.28,0.00,231.20,231.20,8.00,8.00,,
547,2026-06-12T09:00:00+00:00,wet_multi_day,282.66,6.08,1130.64,1130.64,0.00,233.28,233.28,4.00,4.00,,
548,2026-06-12T09:30:00+00:00,wet_multi_day,282.66,6.43,2261.28,2261.28,0.00,231.71,231.71,8.00,8.00,,
549,2026-06-12T10:00:00+00:00,wet_multi_day,282.66,6.20,1130.64,1130.64,0.00,233.91,233.91,4.00,4.00,,
550,2026-06-12T10:30:00+00:00,wet_multi_day,282.66,4.13,1130.64,1130.64,0.00,234.04,234.04,4.00,4.00,,
551,2026-06-12T11:00:00+00:00,wet_multi_day,282.66,3.89,1130.64,1130.64,0.00,233.93,233.93,4.00,4.00,,
552,2026-06-12T11:30:00+00:00,wet_multi_day,282.66,4.25,1130.64,1130.64,0.00,234.18,234.18,4.00,4.00,,
553,2026-06-12T12:00:00+00:00,wet_multi_day,283.90,4.00,1135.60,1135.60,0.00,234.18,234.18,4.00,4.00,,
554,2026-06-12T12:30:00+00:00,wet_multi_day,283.90,4.39,1135.60,1135.60,0.00,234.57,234.57,4.00,4.00,,
555,2026-06-12T13:00:00+00:00,wet_multi_day,283.90,4.06,1135.60,1135.60,0.00,234.63,234.63,4.00,4.00,,
556,2026-06-12T13:30:00+00:00,wet_multi_day,283.90,4.29,1135.60,1135.60,0.00,234.92,234.92,4.00,4.00,,
557,2026-06-12T14:00:00+00:00,wet_multi_day,283.90,4.24,2271.20,2271.20,0.00,231.16,231.16,8.00,8.00,,
558,2026-06-12T14:30:00+00:00,wet_multi_day,283.90,3.88,1135.60,1135.60,0.00,231.04,231.04,4.00,4.00,,
559,2026-06-12T15:00:00+00:00,wet_multi_day,283.90,3.91,0.00,0.00,0.00,234.95,234.95,0.00,0.00,,
560,2026-06-12T15:30:00+00:00,wet_multi_day,283.90,4.24,2271.20,4542.40,2271.20,231.19,223.19,8.00,16.00,,
561,2026-06-12T16:00:00+00:00,wet_multi_day,302.47,6.79,1209.88,0.00,-1209.88,233.98,229.98,4.00,0.00,,
562,2026-06-12T16:30:00+00:00,wet_multi_day,302.47,7.13,2419.76,2419.76,0.00,233.11,229.11,8.00,8.00,,
563,2026-06-12T17:00:00+00:00,wet_multi_day,302.47,6.97,2419.76,1209.88,-1209.88,232.08,232.08,8.00,4.00,,
564,2026-06-12T17:30:00+00:00,wet_multi_day,302.47,6.54,1209.88,1209.88,0.00,234.62,234.62,4.00,4.00,,
565,2026-06-12T18:00:00+00:00,wet_multi_day,302.47,6.51,2419.76,2419.76,0.00,233.13,233.13,8.00,8.00,,
566,2026-06-12T18:30:00+00:00,wet_multi_day,302.47,6.59,2419.76,3629.64,1209.88,231.72,227.72,8.00,12.00,,
567,2026-06-12T19:00:00+00:00,wet_multi_day,302.47,7.03,1209.88,0.00,-1209.88,234.75,234.75,4.00,0.00,,
568,2026-06-12T19:30:00+00:00,wet_multi_day,302.47,6.75,2419.76,2419.76,0.00,233.50,233.50,8.00,8.00,,
569,2026-06-12T20:00:00+00:00,wet_multi_day,277.06,6.52,2216.48,2216.48,0.00,232.02,232.02,8.00,8.00,,
570,2026-06-12T20:30:00+00:00,wet_multi_day,277.06,6.80,1108.24,2216.48,1108.24,234.82,230.82,4.00,8.00,,
571,2026-06-12T21:00:00+00:00,wet_multi_day,277.06,7.15,2216.48,2216.48,0.00,233.97,229.97,8.00,8.00,,
572,2026-06-12T21:30:00+00:00,wet_multi_day,277.06,3.04,1108.24,0.00,-1108.24,233.01,233.01,4.00,0.00,,
573,2026-06-12T22:00:00+00:00,wet_multi_day,277.06,3.36,1108.24,1108.24,0.00,232.37,232.37,4.00,4.00,,
574,2026-06-12T22:30:00+00:00,wet_multi_day,277.06,2.87,1108.24,1108.24,0.00,231.24,231.24,4.00,4.00,,
575,2026-06-12T23:00:00+00:00,wet_multi_day,277.06,2.87,0.00,0.00,0.00,234.11,234.11,0.00,0.00,,
576,2026-06-12T23:30:00+00:00,wet_multi_day,277.06,3.05,1108.24,1108.24,0.00,233.16,233.16,4.00,4.00,,
577,2026-06-13T00:00:00+00:00,wet_multi_day,228.42,2.89,913.68,913.68,0.00,232.05,232.05,4.00,4.00,,
578,2026-06-13T00:30:00+00:00,wet_multi_day,228.42,2.66,0.00,0.00,0.00,234.71,234.71,0.00,0.00,,
579,2026-06-13T01:00:00+00:00,wet_multi_day,228.42,3.06,913.68,913.68,0.00,233.77,233.77,4.00,4.00,,
580,2026-06-13T01:30:00+00:00,wet_multi_day,228.42,2.89,913.68,913.68,0.00,232.66,232.66,4.00,4.00,,
581,2026-06-13T02:00:00+00:00,wet_multi_day,228.42,2.63,913.68,913.68,0.00,231.29,231.29,4.00,4.00,,
582,2026-06-13T02:30:00+00:00,wet_multi_day,228.42,2.86,0.00,0.00,0.00,234.15,234.15,0.00,0.00,,
583,2026-06-13T03:00:00+00:00,wet_multi_day,228.42,2.62,913.68,913.68,0.00,232.77,232.77,4.00,4.00,,
584,2026-06-13T03:30:00+00:00,wet_multi_day,228.42,3.16,913.68,2741.04,1827.36,231.93,223.93,4.00,12.00,,
585,2026-06-13T04:00:00+00:00,wet_multi_day,257.37,3.20,1029.48,0.00,-1029.48,231.13,227.13,4.00,0.00,,
586,2026-06-13T04:30:00+00:00,wet_multi_day,257.37,2.76,0.00,0.00,0.00,233.89,229.89,0.00,0.00,,
587,2026-06-13T05:00:00+00:00,wet_multi_day,257.37,2.88,1029.48,0.00,-1029.48,232.77,232.77,4.00,0.00,,
588,2026-06-13T05:30:00+00:00,wet_multi_day,257.37,6.61,2058.96,3088.44,1029.48,231.38,227.38,8.00,12.00,,
589,2026-06-13T06:00:00+00:00,wet_multi_day,257.37,6.26,1029.48,1029.48,0.00,233.64,229.64,4.00,4.00,,
590,2026-06-13T06:30:00+00:00,wet_multi_day,257.37,6.42,2058.96,1029.48,-1029.48,232.06,232.06,8.00,4.00,,
591,2026-06-13T07:00:00+00:00,wet_multi_day,257.37,6.25,1029.48,1029.48,0.00,234.31,234.31,4.00,4.00,,
592,2026-06-13T07:30:00+00:00,wet_multi_day,257.37,6.45,2058.96,3088.44,1029.48,232.76,228.76,8.00,12.00,,
593,2026-06-13T08:00:00+00:00,wet_multi_day,282.66,6.53,2261.28,1130.64,-1130.64,231.29,231.29,8.00,4.00,,
594,2026-06-13T08:30:00+00:00,wet_multi_day,282.66,6.57,1130.64,1130.64,0.00,233.86,233.86,4.00,4.00,,
595,2026-06-13T09:00:00+00:00,wet_multi_day,282.66,6.39,2261.28,2261.28,0.00,232.25,232.25,8.00,8.00,,
596,2026-06-13T09:30:00+00:00,wet_multi_day,282.66,6.26,1130.64,1130.64,0.00,234.51,234.51,4.00,4.00,,
597,2026-06-13T10:00:00+00:00,wet_multi_day,282.66,6.13,2261.28,2261.28,0.00,232.64,232.64,8.00,8.00,,
598,2026-06-13T10:30:00+00:00,wet_multi_day,282.66,4.08,1130.64,1130.64,0.00,232.72,232.72,4.00,4.00,,
599,2026-06-13T11:00:00+00:00,wet_multi_day,282.66,4.07,1130.64,1130.64,0.00,232.79,232.79,4.00,4.00,,
600,2026-06-13T11:30:00+00:00,wet_multi_day,282.66,3.89,1130.64,1130.64,0.00,232.68,232.68,4.00,4.00,,
601,2026-06-13T12:00:00+00:00,wet_multi_day,283.90,4.00,1135.60,1135.60,0.00,232.68,232.68,4.00,4.00,,
602,2026-06-13T12:30:00+00:00,wet_multi_day,283.90,3.83,1135.60,1135.60,0.00,232.51,232.51,4.00,4.00,,
603,2026-06-13T13:00:00+00:00,wet_multi_day,283.90,4.26,1135.60,1135.60,0.00,232.77,232.77,4.00,4.00,,
604,2026-06-13T13:30:00+00:00,wet_multi_day,283.90,4.07,1135.60,1135.60,0.00,232.84,232.84,4.00,4.00,,
605,2026-06-13T14:00:00+00:00,wet_multi_day,283.90,3.91,1135.60,2271.20,1135.60,232.75,228.75,4.00,8.00,,
606,2026-06-13T14:30:00+00:00,wet_multi_day,283.90,4.05,1135.60,0.00,-1135.60,232.80,232.80,4.00,0.00,,
607,2026-06-13T15:00:00+00:00,wet_multi_day,283.90,4.16,1135.60,1135.60,0.00,232.96,232.96,4.00,4.00,,
608,2026-06-13T15:30:00+00:00,wet_multi_day,283.90,3.90,1135.60,3406.80,2271.20,232.86,224.86,4.00,12.00,,
609,2026-06-13T16:00:00+00:00,wet_multi_day,302.47,7.02,2419.76,0.00,-2419.76,231.88,231.88,8.00,0.00,,
610,2026-06-13T16:30:00+00:00,wet_multi_day,302.47,6.51,1209.88,1209.88,0.00,234.39,234.39,4.00,4.00,,
611,2026-06-13T17:00:00+00:00,wet_multi_day,302.47,6.72,2419.76,2419.76,0.00,233.11,233.11,8.00,8.00,,
612,2026-06-13T17:30:00+00:00,wet_multi_day,302.47,6.67,2419.76,2419.76,0.00,231.78,231.78,8.00,8.00,,
613,2026-06-13T18:00:00+00:00,wet_multi_day,302.47,7.09,1209.88,2419.76,1209.88,234.87,230.87,4.00,8.00,,
614,2026-06-13T18:30:00+00:00,wet_multi_day,302.47,6.87,2419.76,1209.88,-1209.88,233.74,233.74,8.00,4.00,,
615,2026-06-13T19:00:00+00:00,wet_multi_day,302.47,6.59,2419.76,2419.76,0.00,232.33,232.33,8.00,8.00,,
616,2026-06-13T19:30:00+00:00,wet_multi_day,302.47,6.87,2419.76,2419.76,0.00,231.20,231.20,8.00,8.00,,
617,2026-06-13T20:00:00+00:00,wet_multi_day,277.06,6.58,1108.24,2216.48,1108.24,233.78,229.78,4.00,8.00,,
618,2026-06-13T20:30:00+00:00,wet_multi_day,277.06,6.77,2216.48,2216.48,0.00,232.55,228.55,8.00,8.00,,
619,2026-06-13T21:00:00+00:00,wet_multi_day,277.06,6.80,2216.48,2216.48,0.00,231.35,227.35,8.00,8.00,,
620,2026-06-13T21:30:00+00:00,wet_multi_day,277.06,3.09,0.00,0.00,0.00,234.44,230.44,0.00,0.00,,
621,2026-06-13T22:00:00+00:00,wet_multi_day,277.06,3.05,1108.24,0.00,-1108.24,233.49,233.49,4.00,0.00,,
622,2026-06-13T22:30:00+00:00,wet_multi_day,277.06,3.28,1108.24,1108.24,0.00,232.77,232.77,4.00,4.00,,
623,2026-06-13T23:00:00+00:00,wet_multi_day,277.06,3.27,1108.24,1108.24,0.00,232.04,232.04,4.00,4.00,,
624,2026-06-13T23:30:00+00:00,wet_multi_day,277.06,3.31,1108.24,1108.24,0.00,231.35,231.35,4.00,4.00,,
625,2026-06-14T00:00:00+00:00,extreme_wet,228.42,5.32,913.68,913.68,0.00,232.67,232.67,4.00,4.00,,
626,2026-06-14T00:30:00+00:00,extreme_wet,228.42,4.83,913.68,913.68,0.00,233.50,233.50,4.00,4.00,,
627,2026-06-14T01:00:00+00:00,extreme_wet,228.42,4.84,913.68,913.68,0.00,234.34,234.34,4.00,4.00,,
628,2026-06-14T01:30:00+00:00,extreme_wet,228.42,4.83,1827.36,1827.36,0.00,231.17,231.17,8.00,8.00,,
629,2026-06-14T02:00:00+00:00,extreme_wet,228.42,5.09,913.68,1827.36,913.68,232.26,228.26,4.00,8.00,,
630,2026-06-14T02:30:00+00:00,extreme_wet,228.42,5.22,913.68,0.00,-913.68,233.48,233.48,4.00,0.00,,
631,2026-06-14T03:00:00+00:00,extreme_wet,228.42,4.88,913.68,913.68,0.00,234.36,234.36,4.00,4.00,,
632,2026-06-14T03:30:00+00:00,extreme_wet,228.42,5.33,1827.36,2741.04,913.68,231.69,227.69,8.00,12.00,,
633,2026-06-14T04:00:00+00:00,extreme_wet,257.37,5.37,1029.48,0.00,-1029.48,233.06,233.06,4.00,0.00,,
634,2026-06-14T04:30:00+00:00,extreme_wet,257.37,5.29,1029.48,1029.48,0.00,234.35,234.35,4.00,4.00,,
635,2026-06-14T05:00:00+00:00,extreme_wet,257.37,5.01,2058.96,2058.96,0.00,231.36,231.36,8.00,8.00,,
636,2026-06-14T05:30:00+00:00,extreme_wet,257.37,8.93,2058.96,2058.96,0.00,232.29,232.29,8.00,8.00,,
637,2026-06-14T06:00:00+00:00,extreme_wet,257.37,9.02,2058.96,2058.96,0.00,233.31,233.31,8.00,8.00,,
638,2026-06-14T06:30:00+00:00,extreme_wet,257.37,9.21,2058.96,2058.96,0.00,234.52,234.52,8.00,8.00,,
639,2026-06-14T07:00:00+00:00,extreme_wet,257.37,8.77,3088.44,3088.44,0.00,231.29,231.29,12.00,12.00,,
640,2026-06-14T07:30:00+00:00,extreme_wet,257.37,9.20,2058.96,3088.44,1029.48,232.49,228.49,8.00,12.00,,
641,2026-06-14T08:00:00+00:00,extreme_wet,282.66,9.02,2261.28,1130.64,-1130.64,233.51,233.51,8.00,4.00,,
642,2026-06-14T08:30:00+00:00,extreme_wet,282.66,8.76,2261.28,2261.28,0.00,234.27,234.27,8.00,8.00,,
643,2026-06-14T09:00:00+00:00,extreme_wet,282.66,9.05,3391.92,3391.92,0.00,231.32,231.32,12.00,12.00,,
644,2026-06-14T09:30:00+00:00,extreme_wet,282.66,8.95,2261.28,2261.28,0.00,232.27,232.27,8.00,8.00,,
645,2026-06-14T10:00:00+00:00,extreme_wet,282.66,9.32,2261.28,2261.28,0.00,233.59,233.59,8.00,8.00,,
